UNIQID,API,GIS_API5,GIS_WELL_NUMBER,SYMNUM,GIS_SYMBOL_DESCRIPTION,RELIAB,GIS_LOCATION_SOURCE,GIS_LAT27,GIS_LONG27,GIS_LAT83,GIS_LONG83,OBJECTID
709099,32938988,38988,3802,7,Plugged Oil Well,55,Coordinates - Operator reported,3301962.45177165,2327903.46653543,31.9804687,-102.17241547,98857
709106,32937748,37748,3804,7,Plugged Oil Well,55,Coordinates - Operator reported,3301902.05380577,2329208.44685039,31.98037291,-102.16819535,98860
709407,32936856,36856,303,7,Plugged Oil Well,55,Coordinates - Operator reported,3289395.3956693,2322617.61253281,31.94557387,-102.18869013,98861
742861,32900839,00839,1803,7,Plugged Oil Well,40,Operator reported location - Distances and Plat,3252219.98031496,2339382.4527559,31.84409722,-102.13222933,98867
743013,32931357,31357,1919,7,Plugged Oil Well,50,U.S.G.S 7.5-min. quadrangle or aerial photograph,3244195.31627296,2336646.5019685,31.82185168,-102.1405552,98919
743986,32937882,37882,5,7,Plugged Oil Well,55,Coordinates - Operator reported,3252455.28937008,2341738.31791338,31.84487012,-102.12464323,98920
1414185,32942807,42807,0405BH,4,Oil Well,40,Operator reported location - Distances and Plat,3219150.16371392,2370162.84120736,31.75463439,-102.03097406,98934
1489350,32943434,43434,242,4,Oil Well,40,Operator reported location - Distances and Plat,3243571.79166667,2358483.86942257,31.82129784,-102.07009157,98939
1358187,32942092,42092,1WA,4,Oil Well,40,Operator reported location - Distances and Plat,3309150.37664042,2331667.78083989,32.00048579,-102.1607183,98973
663965,32940920,40920,2WD,11,Injection / Disposal,55,Coordinates - Operator reported,3310425.86515749,2378426.52296588,32.00642569,-102.00968295,99147
1496642,32943521,43521,107H,4,Oil Well,40,Operator reported location - Distances and Plat,3297459.64238845,2378071.85301837,31.97068136,-102.01005637,101103
1499542,32943556,43556,2809H,4,Oil Well,40,Operator reported location - Distances and Plat,3323180.10925196,2393409.03149606,32.04227171,-101.96198089,103326
1341537,32941883,41883,116H,4,Oil Well,40,Operator reported location - Distances and Plat,3297480.84645669,2378116.45800525,31.97076065,-102.00992487,105410
1359223,32942116,42116,H115WA,4,Oil Well,40,Operator reported location - Distances and Plat,3318898.7992126,2366012.58792651,32.02913173,-102.05031088,105411
1384022,32942493,42493,9H,4,Oil Well,40,Operator reported location - Distances and Plat,3221736.25787401,2401732.08727033,31.76331336,-101.92936117,106262
1499543,32943557,43557,4209H,4,Oil Well,40,Operator reported location - Distances and Plat,3323158.72900262,2393425.91502625,32.04221366,-101.96192508,106472
1364630,32942269,42269,0135WB,4,Oil Well,40,Operator reported location - Distances and Plat,3245356.59186351,2387420.57677165,31.82767114,-101.97685661,106540
1367137,32942339,42339,4405WA,4,Oil Well,40,Operator reported location - Distances and Plat,3302029.18733595,2310415.67322835,31.979714,-102.2289324,106542
1380487,32942459,42459,H225WA,4,Oil Well,40,Operator reported location - Distances and Plat,3318799.61318898,2365356.38746719,32.02882508,-102.0524262,106544
1479056,32943286,43286,2217LH,4,Oil Well,40,Operator reported location - Distances and Plat,3252794.34055118,2329872.69947506,31.84517045,-102.16294647,110536
1481010,32943307,43307,2206BH,4,Oil Well,40,Operator reported location - Distances and Plat,3252351.53576115,2329642.03543307,31.84393855,-102.16366271,110585
1363844,32942234,42234,1019H,2,Permitted Location,55,Coordinates - Operator reported,32.03890938,-102.10764943,32.03903111,-102.10806583,111022
